0	0	0	1	1	0	0	0	0	0	39.28	0.007	0	0.974	0	0.019	3
1	1	1	1	1	1	0	1	1	0	.	0.001	0.918	0	0.006	0.075	2
1	1	1	1	1	1	1	1	1	0	51.56	0	0.986	0	0.006	0.008	2
1	0	1	0	0	0	0	1	0	1	35.41	0.134	0	0.34	0.038	0.487	5
0	0	0	0	0	1	1	1	1	0	.	0.992	0	0	0.007	0	1
1	1	1	1	1	1	1	1	1	0	74.78	0	0.986	0	0.006	0.008	2
0	1	1	1	1	1	1	0	0	1	43.5	0.018	0.055	0.002	0.001	0.924	5
1	1	1	1	1	1	1	1	1	1	65.22	0	0.986	0	0.006	0.008	2
0	0	0	0	0	0	0	0	0	1	44.59	0.004	0	0.996	0	0.001	3
1	1	0	1	0	1	1	0	0	0	52.62	0.056	0.008	0.016	0.077	0.842	5
1	0	1	1	1	1	1	1	1	0	46.18	0.035	0.936	0	0.01	0.019	2
1	1	1	1	1	1	1	1	0	1	.	0.002	0.78	0	0.009	0.208	2
1	1	1	1	1	1	1	1	1	1	.	0	0.986	0	0.006	0.008	2
1	1	1	0	0	0	0	0	1	1	41.32	0.007	0.001	0.02	0.146	0.826	5
1	1	1	0	1	0	0	1	0	1	71.79	0.002	0.005	0.005	0.005	0.983	5
1	1	1	1	1	0	1	1	1	0	.	0.001	0.819	0	0.009	0.17	2
1	1	1	.	1	1	0	0	1	0	72.25	0.004	0.334	0	0.026	0.635	5
1	1	0	1	1	1	.	1	1	1	55.44	0.014	0.927	0	0.014	0.045	2
1	1	1	1	1	1	0	0	1	1	65.2	0.002	0.389	0	0.005	0.604	5
1	1	1	1	1	1	1	1	0	1	72.25	0.002	0.78	0	0.009	0.208	2
1	1	1	1	1	1	1	1	1	1	.	0	0.986	0	0.006	0.008	2
1	1	1	1	1	1	1	1	1	0	.	0	0.986	0	0.006	0.008	2
1	1	1	1	1	0	0	1	0	0	78.7	0	0.014	0.001	0	0.985	5
1	0	1	1	1	1	1	0	1	1	63.61	0.091	0.648	0	0.014	0.246	2
0	0	0	0	1	1	1	1	1	0	53.2	0.996	0.002	0	0.001	0.001	1
1	1	1	1	1	1	0	1	0	1	62.48	0.002	0.267	0	0.003	0.728	5
0	1	1	0	1	0	0	1	0	1	62.42	0.022	0.001	0.068	0.001	0.908	5
1	1	1	1	1	1	1	1	1	0	75.73	0	0.986	0	0.006	0.008	2
1	1	0	1	1	0	0	1	1	0	.	0.02	0.149	0.002	0.005	0.824	5
1	1	1	1	1	1	0	0	1	1	72.94	0.002	0.389	0	0.005	0.604	5
1	1	1	0	0	1	1	1	1	0	.	0.004	0.027	0	0.964	0.004	4
1	1	1	1	1	1	1	1	1	0	.	0	0.986	0	0.006	0.008	2
1	1	1	1	1	1	1	1	1	1	63.54	0	0.986	0	0.006	0.008	2
0	0	1	0	1	0	1	0	0	0	.	0.178	0	0.547	0	0.275	3
0	0	0	0	0	0	1	1	1	0	.	0.988	0	0.007	0.004	0.001	1
1	1	1	1	1	1	1	1	1	0	.	0	0.986	0	0.006	0.008	2
1	1	1	1	0	1	1	1	1	0	60.13	0.005	0.516	0	0.447	0.031	2
1	1	1	0	1	0	1	1	1	1	70.41	0.012	0.486	0	0.23	0.272	2
1	1	1	1	1	1	1	0	0	0	73.51	0.001	0.163	0	0.004	0.831	5
1	1	1	1	1	1	0	1	1	0	56.73	0.001	0.918	0	0.006	0.075	2
1	1	1	0	0	1	1	1	1	0	49.88	0.004	0.027	0	0.964	0.004	4
0	1	0	0	0	1	1	1	1	0	49.41	0.722	0.004	0	0.269	0.006	1
1	1	0	0	0	0	0	0	1	0	.	0.05	0	0.321	0.094	0.535	5
1	1	1	1	1	0	1	0	0	0	68.36	0	0.008	0.001	0	0.991	5
1	1	1	1	1	1	1	0	1	0	.	0.001	0.858	0	0.01	0.13	2
0	1	1	1	1	.	1	1	1	1	50.19	0.017	0.915	0	0.004	0.064	2
1	1	1	1	1	1	1	1	1	0	73.01	0	0.986	0	0.006	0.008	2
1	1	1	0	1	1	0	0	0	1	.	0.003	0.007	0.007	0.007	0.976	5
1	1	1	1	1	1	0	1	1	0	.	0.001	0.918	0	0.006	0.075	2
1	1	1	1	1	0	0	0	1	0	36.86	0	0.024	0.001	0.001	0.974	5
